"排名","代號 ▲","名稱","成交","漲跌價","漲跌幅","平均增減(元)","2005增減(元)","2006增減(元)","2007增減(元)","2008增減(元)","2009增減(元)","2010增減(元)","2011增減(元)","2012增減(元)","2013增減(元)","2014增減(元)","2015增減(元)","2016增減(元)","17Q2增減(元)","17Q3增減(元)"
"120",="2419","仲琦","23.7","+0.95","+4.18%","+0.3","+1.66","-0.04","+0.03","+0.46","+0.55","+0.26","-0.1","+0.37","-1.26","+0.29","+0.37","+0.98","-0.2",""
"72",="2420","新巨","36.2","-0.05","-0.14%","+0.15","+0.56","+0.32","-0.56","-1","-0.15","+1.03","+0.28","-0.22","+1.11","+0.57","+0.42","-0.55","-0.54",""
"808",="2421","建準","61","-1","-1.61%","+0.14","-0.14","+0.86","-0.23","-0.5","+0.43","+1.3","-0.7","-0.83","+0.38","+0.29","+0.26","+0.51","","+0.6"
"480",="2423","固緯","24.55","-0.35","-1.41%","-0.03","-0.44","+0.78","+0.08","-1.05","-0.27","+0.71","+0.51","-1.42","+0.02","+0.35","+0.33","+0.08","+0.32",""
"1332",="2424","隴華","26.9","0","0%","+0.08","+1.38","-0.79","-1.41","+2.26","-0.62","+1.57","+2.08","-2.98","+8.09","-7.29","-0.68","-0.63","-0.4",""
"1182",="2425","承啟","16.7","-0.1","-0.6%","+0.37","+1.91","+2.27","-2.97","+0.19","+3.54","-3.65","-0.12","+3.33","+2.86","-1.25","-0.81","-0.83","-0.78",""
"263",="2426","鼎元","14.35","+0.25","+1.77%","-0.04","-0.57","+0.85","-0.07","-1.68","+0.39","+0.11","-0.93","-1.5","-0.77","+4.25","-0.28","-0.31","-0.14",""
"1044",="2427","三商電","9.93","+0.3","+3.12%","+0.01","-1.86","+1.72","-2.07","+2.07","-0.68","+0.89","+0.03","-0.24","-0.09","+0.19","+0.06","+0.09","+0.06",""
"713",="2428","興勤","88.1","+0.8","+0.92%","+0.39","-1.54","+1.72","+0.56","-1.03","+2","+0.74","-1.61","+0.23","+0.62","+0.86","+0.53","+1.63","+1.9",""
"1333",="2429","銘旺科","13.25","0","0%","+0.16","-2.11","-1.91","+5.1","-0.96","+1.82","-1.6","+0.15","+7.88","-10.3","+0.87","+0.4","+2.53","-1.32",""
"58",="2430","燦坤","22.75","-0.1","-0.44%","-0.17","-3.01","-9.76","+17.4","-7.8","+1.27","+3.48","-0.07","-2.11","-1.21","-2.45","+1.13","+1.09","-1.05",""
"563",="2431","聯昌","17.35","+0.3","+1.76%","+0.11","+1.65","-1.68","-0.14","-0.1","+2.69","-1.14","-1.2","-0.73","+1.62","+0.78","-0.96","+0.56","","-0.37"
"271",="2433","互盛電","43.75","+0.15","+0.34%","+0.14","+0.04","-0.85","+2.45","-0.44","-0.89","+0.82","+2.37","-1.67","+2.43","-2.15","+0.27","-0.69","+0.64",""
"1334",="2434","統懋","10.4","-0.05","-0.48%","-0.17","-0.09","-0.36","+0.14","-1.63","+0.25","+0.24","-1.24","+0.49","+0.07","+3.7","-5.06","+1.47","-0.02",""
"1105",="2436","偉詮電","30.45","-0.05","-0.16%","+0.02","-0.06","+0.29","+0.97","-1.26","+0.19","+0.25","-0.49","-0.23","+0.46","+0.4","-0.39","+0.09","","+0.24"
"1335",="2438","翔耀","7.49","-0.06","-0.79%","-0.04","+0.5","-0.53","+0.04","-8.49","+4.33","+3.07","+0.15","-3.33","+3.54","+0.31","+0.03","-0.15","-0.13",""
"641",="2439","美律","217","+5","+2.36%","+0.51","-0.6","+1.01","+0.39","-2.06","-0.22","+0.46","-1.81","+0.9","+2.96","+0.86","-3.24","+7.52","","+0.81"
"1336",="2440","太空梭","10.65","-0.05","-0.47%","0","-3.25","+1.86","+1.85","-3.34","+3.44","-0.28","-1.01","-0.7","+0.81","+0.47","-0.1","+0.25","+0.29",""
"448",="2441","超豐","53.6","+0.2","+0.37%","-0.04","+0.19","+0.48","0","-1.97","-0.36","+0.08","-1.19","+0.61","+0.67","+1.07","-0.51","+0.47","+0.22",""
"1225",="2442","新美齊","7.84","-0.01","-0.13%","+0.65","+7.93","+0.32","-0.11","-1.99","+3.54","+0.41","-3.43","+1.75","-0.12","+0.08","-0.47","-0.12","+0.19",""
"1337",="2443","新利虹","6.69","+0.32","+5.02%","-0.06","-0.3","+0.58","+0.63","-1.63","+1.59","-2.8","+2.35","-2.63","+7.37","-5.26","-0.79","+0.12","-0.07",""
"1159",="2444","友旺","38","+0.5","+1.33%","+0.26","+2.01","-0.56","+1.94","-1.15","-1.28","+0.52","+1.11","-0.05","-1.5","+2.03","-0.27","+0.32","-0.57",""
"1338",="2448","晶電","58.3","+1.3","+2.28%","-0.63","-0.4","-0.33","+0.45","-3.85","+2.52","+4.57","-6.6","-1.86","+1.34","+1.94","-4.79","-0.52","+3.61",""
"306",="2449","京元電子","30.25","-0.25","-0.82%","-0.09","-1.97","+0.94","-0.99","-1.36","-1.14","+2.31","-1.1","+0.93","+0.22","+0.62","-0.22","+0.63","-0.27",""
"107",="2450","神腦","52","+0.1","+0.19%","+0.3","+0.4","+0.51","+2.76","+0.46","-0.41","+0.73","+0.62","+0.38","-0.26","-3.42","+1.04","+0.85","","-0.45"
"155",="2451","創見","84.5","-0.7","-0.82%","-0.01","-2.27","+2.65","+0.55","-2.06","+4.7","-6.94","+3.24","-0.11","+0.82","+1.24","-1.19","-0.79","","+0.46"
"725",="2453","凌群","13.55","+0.05","+0.37%","+0.03","-0.45","-0.39","+0.75","+0.05","+0.13","+0.23","+0.05","+0.17","+0.14","+0.02","-0.32","+0.01","+0.03",""
"881",="2454","聯發科","326","-5","-1.51%","-0.3","+2.58","+2.19","+9.09","-14.6","+16.1","-5.68","-16.1","+0.55","+7.61","+9.53","-13.4","-1.44","-1.15",""
"782",="2455","全新","74","-1.5","-1.99%","+0.45","+1.59","+3.51","-0.13","-1.75","+2.82","-0.35","-0.04","-0.45","-0.01","+0.03","+0.5","-0.28","","-0.18"
"681",="2456","奇力新","102","+3","+3.03%","+0.31","+0.16","+0.24","-0.22","-1.2","+0.22","+1.75","-1.11","+0.32","+0.09","+0.88","+1.71","+0.93","","+1.67"
"1339",="2457","飛宏","12.65","-0.2","-1.56%","-0.13","+1.23","+0.11","+0.2","-1.08","+2.23","+1.89","+0.14","-4.07","-0.57","-0.02","-2.36","+0.74","+1.5",""
"824",="2458","義隆","49.25","+0.15","+0.31%","-0.03","-0.73","-0.33","+0.9","-1.16","+0.45","+0.72","-0.56","+1.82","+0.78","-0.19","-1.63","-0.41","","+0.82"
"307",="2459","敦吉","43.8","-0.2","-0.45%","0","-0.36","+1.22","-1.57","-1.17","+0.17","+1.83","-0.79","-0.19","-0.09","+0.71","+0.04","+0.2","+0.33",""
"1340",="2460","建通","13.3","+0.1","+0.76%","-0.2","-1.42","+3.13","-0.89","-1.33","+0.14","-0.42","-0.79","-0.58","-0.41","+0.42","-0.75","+0.51","-0.22",""
"517",="2461","光群雷","17.4","+0.8","+4.82%","+0.08","+0.47","+0.86","+1.1","-2.49","+0.06","-0.32","-0.73","+1.29","+0.56","-0.93","+0.56","+0.51","-0.14",""
"1085",="2462","良得電","34.3","0","0%","+0.01","+0.67","-0.16","+0.29","+0.29","+2.73","-1.69","+0.39","-0.2","-1.16","-0.73","+0.19","-0.47","-0.22",""
"548",="2464","盟立","44.25","+0.1","+0.23%","+0.01","+1.35","+0.59","+0.25","-1.76","-0.84","+1.23","-1.24","-0.94","+0.79","+0.19","+0.89","-0.43","-0.66",""
"1341",="2465","麗臺","17.9","+0.4","+2.29%","-0.28","-3.76","-1.43","+4.42","-2.72","-0.37","+2.94","-0.94","-0.73","+0.22","-0.33","+1.75","-2.43","+1.56",""
"1342",="2466","冠西電","37.65","-0.25","-0.66%","-0.04","-0.03","+0.15","+0.56","-1.43","+0.73","-0.15","-1.02","-0.63","+1.13","-0.71","+0.32","+0.59","-0.14",""
"1080",="2467","志聖","28.25","+0.4","+1.44%","-0.07","+0.15","+0.73","-1.19","-0.53","-0.47","+2.03","-0.34","-0.91","+0.13","-0.27","-4.65","+4.51","+0.54",""
"583",="2468","華經","11.5","0","0%","+0.01","+0.1","+0.79","+0.92","-1.43","-0.05","+0.1","-0.35","-0.5","+0.34","+0.16","+0.22","-0.17","-0.08",""
"61",="2471","資通","15.35","0","0%","+0.14","-1.17","+1.75","-1.48","-0.34","+0.55","+1.86","+0.18","+0.35","-0.79","+0.22","-0.52","+1.01","-0.22",""
"522",="2472","立隆電","51.5","+0.5","+0.98%","+0.33","+0.81","-0.07","+0.09","-0.48","+0.09","+1.1","+0.89","-0.94","+1.59","+1.18","-0.77","+0.5","","+0.27"
"869",="2474","可成","337.5","+8","+2.43%","+1.61","+4.68","+1.75","-2.39","-6.04","-2.24","+1.65","+8.27","-0.42","+3.87","+5.14","+9.09","-4.03","-2.38",""
"1343",="2475","華映","2.61","+0.06","+2.35%","-0.15","-2.52","-0.76","+2.72","-2.49","-1.99","+1.04","+0.49","+0.11","+1.07","+0.14","-0.74","+1.08","+0.84",""
"211",="2476","鉅祥","25.95","0","0%","+0.06","+0.54","+0.81","-0.06","-1.37","-0.28","+0.51","-0.57","+0.24","-0.26","+0.33","+0.45","+0.42","-0.4",""
"1344",="2477","美隆電","31.2","+0.8","+2.63%","-0.03","-0.72","-0.02","+1.39","-2.63","+0.25","+0.88","-2.18","+1.84","+3.91","-5.34","+1.98","+0.27","","+0.21"
"1038",="2478","大毅","24.35","-0.15","-0.61%","-0.04","+0.29","+0.18","-0.73","-0.13","+0.57","+0.93","-1.57","-0.55","-0.12","+0.36","+0.27","+0.07","-0.06",""
"291",="2480","敦陽科","34.8","-0.05","-0.14%","+0.04","-0.24","-0.09","+0.02","-0.13","+0.68","+0.07","0","-0.13","+0.06","0","+0.01","+0.23","","+0.13"
"779",="2481","強茂","29","+1.4","+5.07%","+0.01","-1.5","+1.69","-0.12","-1.02","-0.35","+3.1","-4.78","-0.3","+1.02","+1.01","+0.92","+0.46","+0.02",""
"971",="2482","連宇","12.9","+0.05","+0.39%","-0.16","-0.33","-0.41","+0.35","-1.85","+0.73","-0.43","-0.21","-0.07","-0.23","+0.01","+0.42","+0.05","-0.88",""
"485",="2483","百容","26.75","+0.15","+0.56%","+0.02","+0.16","+0.19","-0.78","-0.57","-0.1","+0.96","-1.1","-0.29","+1.24","+0.53","+0.11","-0.13","-0.28",""
"328",="2484","希華","20.55","-0.3","-1.44%","+0.04","+0.14","+0.62","-0.08","-0.72","-2.85","+2.21","-0.92","-0.38","+1.84","+0.95","-0.16","-0.19","","-0.04"
"505",="2485","兆赫","29.6","+0.85","+2.96%","+0.06","+0.51","+1.72","+4.29","-2.64","-1.34","-0.31","-0.42","-1.21","+0.83","-0.53","+0.75","-0.99","-1.2",""
"1345",="2486","一詮","11.15","0","0%","-0.11","+1.27","+0.74","+0.6","-1.27","+1.3","-1.39","-4.05","+2.37","+0.64","-0.04","-2.4","+0.86","-0.11",""
"23",="2488","漢平","31.8","0","0%","+0.28","-1.59","+1.1","+0.62","-0.82","-0.54","-0.04","-0.97","+0.72","+2.65","-1.17","+0.72","+2.66","","-2.02"
"25",="2489","瑞軒","15.45","-0.05","-0.32%","+0.14","-0.93","+2.97","+1.27","-2.07","+1.51","-0.42","-1.12","+0.68","-0.79","-0.39","+1.11","-0.1","-2.75",""
"1346",="2491","吉祥全","6.85","-0.05","-0.72%","+1.49","+17.9","+0.15","-0.69","-1.34","-2.83","+6.48","-5.05","-3.44","+4.99","+5.63","-3.05","-0.83","+0.86",""
"1116",="2492","華新科","77.5","-0.5","-0.64%","+0.24","+0.56","+1.18","-0.7","-3.07","+0.26","+2.11","-2.99","-0.5","+1.3","+1.55","+1.05","+2.09","","+0.48"
"63",="2493","揚博","26.4","+0.1","+0.38%","+0.15","+0.17","-0.2","+0.05","-0.74","-0.67","+2.16","+1.67","-0.44","-0.76","+1.01","-0.77","+0.34","-0.44",""
"232",="2495","普安","14.05","-0.15","-1.06%","-0.51","-1.17","-1.25","+1.36","-2.11","-1.24","-0.81","-0.81","-0.72","-0.24","+0.5","+0.37","+0.03","-0.28",""
"1077",="2496","卓越","168.5","+3","+1.81%","+0.59","+0.74","+1.08","-0.8","+1.25","+1.75","-1.34","-0.17","+2.28","-1.25","-1.63","+1.68","+3.54","+4.91",""
"1096",="2497","怡利電","29.7","-0.15","-0.5%","+0.01","-0.27","+0.3","+0.91","-3.01","+0.56","+2.26","+0.8","+0.07","+1.35","+1.5","-2.73","-1.68","","-0.73"
"1347",="2498","宏達電","66.7","-0.7","-1.04%","-2.25","+19","+24.6","-7.37","-12.5","-9.26","+19.8","+24.8","-53.2","-21.8","+3.4","-20.6","+5.98","+2.02",""
"1348",="2499","東貝","11.8","+0.05","+0.43%","-0.39","-1.88","-1.09","+0.08","-1.02","+3.73","-0.7","-4.01","+1.86","+0.38","+0.58","-0.58","-2.04","-0.53",""
"54",="2501","國建","16.8","-0.15","-0.88%","+0.17","+0.05","+0.63","-0.18","-0.32","+0.12","+0.27","+1.26","-0.85","0","+0.76","-0.38","+0.66","-0.06",""
"1349",="2504","國產","9.05","-0.07","-0.77%","-0.32","+0.32","+0.02","+0.08","-0.45","-0.1","+0.39","-0.29","-0.38","+0.48","-0.09","-0.52","-3.28","+2.33",""
"1350",="2505","國揚","13.15","+0.1","+0.77%","-0.03","-0.27","+1.03","+0.18","-0.9","-1.19","+0.97","+0.63","+2.08","+0.52","-3.29","+0.51","-0.6","+0.54",""
"1174",="2506","太設","10.2","+0.1","+0.99%","+0.17","+0.21","+1.61","+0.19","-0.34","+0.58","+0.19","+1.8","-1.79","+1.07","-0.88","-0.56","+0.01","","-0.53"
"385",="2509","全坤建","21.9","-0.05","-0.23%","-0.12","+0.23","+0.82","+1.38","-1.03","+0.07","+0.06","-0.02","-1.08","+1.09","-3.95","+5.34","-4.37","","+0.3"
"53",="2511","太子","11.1","+0.05","+0.45%","-0.02","-0.11","+0.41","-1.13","-0.79","+1","+1.55","0","-0.66","-0.24","+0.21","-0.13","-0.39","","+0.13"
"990",="2514","龍邦","15","+0.65","+4.53%","0","-1.33","+1.26","+0.32","-5.12","+7.74","-2.01","-1.59","+1.23","-0.74","+0.47","-0.52","+0.27","+1.74",""
"908",="2515","中工","6.9","+0.04","+0.58%","+0.01","+0.16","+0.3","-0.18","-0.35","+0.12","+0.4","-0.43","+0.14","-0.08","+0.17","0","-0.17","+0.08",""
"693",="2516","新建","6.48","0","0%","0","-1.69","-0.84","+2.71","+0.28","+0.22","+1.51","-1.21","-0.36","-0.85","+0.8","-0.11","-0.45","-1.26",""
"342",="2520","冠德","19.2","+0.2","+1.05%","+0.12","+0.18","+0.14","+0.34","+0.16","+1.64","+1.05","-1.49","+0.09","+0.31","+3.4","-4.66","+0.33","-0.46",""
"1351",="2524","京城","22.6","0","0%","-0.55","-4.49","-1.34","+0.1","-0.5","-0.2","+1.15","-0.54","+1.49","+0.36","-1.56","-1.99","+0.88","+0.35",""
"663",="2527","宏璟","19.95","+0.25","+1.27%","+0.23","+2.9","+0.43","-0.55","0","+0.26","+0.25","+1.06","-0.86","+0.31","+2.12","-0.7","-2.44","-0.23",""
"1352",="2528","皇普","21.4","+0.1","+0.47%","+0.06","+1.89","-1.18","-0.06","-0.07","+0.81","-1.16","+0.12","+0.81","+1.14","-1","-0.46","-0.17","+0.24",""
"376",="2530","華建","14.5","+0.65","+4.69%","+0.12","-5.72","+6.15","-0.28","-2.08","+3.16","+0.92","-1.26","-0.8","-0.33","-0.52","+3.24","-1.02","-2.07",""
"632",="2534","宏盛","24.15","-0.05","-0.21%","+0.12","+1.01","+2.76","+1.25","-3.92","+1.01","-0.29","-0.32","-0.96","-0.75","-0.15","+1.08","+0.78","+2.11",""
"56",="2535","達欣工","17.8","+0.05","+0.28%","+0.3","+1.45","+0.65","+0.07","-0.43","+0.25","+0.67","+0.06","+0.28","+1.51","-1.52","-0.96","+1.54","","-0.35"
"30",="2536","宏普","20.15","-0.1","-0.49%","+0.1","+0.95","+0.37","+1","+1.17","+0.01","-2.05","-0.99","+0.97","-0.65","+0.69","+0.95","-1.2","-3.37",""
"42",="2537","聯上發","8.33","-0.06","-0.72%","+0.15","-6.21","+2.91","+3.25","+0.42","+0.6","-0.29","+1.3","+0.17","+1.93","-2.35","+1.37","-1.27","-1.4",""
"41",="2538","基泰","10.3","-0.1","-0.96%","-0.01","-0.89","+3.03","-0.05","-0.81","+0.31","+0.02","+0.16","+0.38","+0.16","+0.96","+0.84","-4.25","-0.1",""
"49",="2539","櫻花建","28.5","0","0%","-0.08","-8.86","+4.58","-1.85","+2.55","+0.17","+1.2","-0.05","-0.79","+4.49","-0.63","-1.13","-0.67","+0.59",""
"1353",="2540","愛山林","22.3","0","0%","+0.44","+3.04","-3.48","+5.89","+4.7","-10.4","+1.15","+0.46","-0.16","+10.2","-7.18","+0.73","+0.32","+0.1",""
"11",="2542","興富發","40.2","-0.25","-0.62%","+0.36","+0.93","+3.13","-1.27","-0.81","+3.88","+3.3","-1.24","-1.06","+2.72","+0.59","-4.38","-1.49","-2.45",""
"743",="2543","皇昌","8.24","+0.02","+0.24%","-0.05","+0.07","+0.21","-0.68","-0.27","-2.48","+0.73","+1.77","-0.29","+1.34","-0.16","-0.82","-0.02","-0.26",""
"5",="2545","皇翔","30.7","-0.55","-1.76%","+0.19","+1.54","+5.95","-4.49","-3.62","+0.94","-3.38","+3.57","+10.6","-9.72","+0.56","-5.32","+5.73","","-6.53"
"76",="2546","根基","18.2","0","0%","+0.36","+3.35","+0.22","+0.05","-0.45","+3.14","-0.17","-2.56","-0.02","+0.56","0","-0.41","+0.66","+0.51",""
"1354",="2547","日勝生","13.5","0","0%","-0.67","-1.96","+0.24","+1.34","-1.61","+2.23","+3.84","-2.91","-2.33","+10.7","-12.5","-1.06","-4.02","+2.81",""
"85",="2548","華固","69.3","0","0%","+0.47","+4.25","-0.25","+3.47","+0.47","-0.2","+0.48","-0.93","-4.28","+4.98","-6","+4.51","-0.86","","+3.63"
"9",="2596","綠意","17","+0.25","+1.49%","+0.33","","+1.26","+0.91","+1.88","-2.38","-1.13","-0.85","+2.26","+0.51","-0.62","-1.73","+3.54","+0.02",""
"32",="2597","潤弘","38.8","0","0%","+0.33","","","","+1.62","+0.95","-1.93","-0.6","+0.58","+6.12","+0.12","-3.24","-0.64","+0.52",""
"1355",="2601","益航","7.87","-0.06","-0.76%","-0.08","+2.96","+0.3","+1.91","+6.18","-5.59","+0.14","-1.99","-0.24","-2.54","+0.74","-3.96","+1.08","+1.66",""
"1356",="2603","長榮","17.05","-0.15","-0.87%","-0.6","-0.76","-4.39","+3.39","-3.32","-3.43","+8.16","-5.83","+0.93","-0.47","+0.77","-1.6","-0.62","+2.13",""
"828",="2605","新興","22","-0.55","-2.44%","-0.4","+1.45","-1.59","+1.16","-1.75","+0.33","-1.72","-0.6","-0.24","-0.93","-0.42","+0.15","-0.6","-0.09",""
"1027",="2606","裕民","35.25","-0.35","-0.98%","-0.88","-2.56","-1.37","+4.91","+1.61","-5.56","+1.18","-4.6","-1.08","-0.27","+0.6","-1.47","-2","+1.47",""
"966",="2607","榮運","13.9","0","0%","-0.01","+0.39","-0.05","-0.36","+0.04","-0.25","+0.38","-0.25","-0.28","+0.06","+0.09","+0.16","-0.03","-0.08",""
"659",="2608","大榮","37.15","-0.05","-0.13%","+0.22","+0.35","-0.48","-0.66","+1.58","-0.07","+0.48","+0.2","+0.23","+0.17","+0.22","+0.7","-0.07","-0.49",""
"1357",="2609","陽明","12.2","0","0%","-1.15","-0.46","-3.61","+2.1","-2.39","-6.39","+10.8","-7.93","+3.35","-0.92","+1.03","-2.37","-6.98","","+3.71"
"1358",="2610","華航","11.25","+0.25","+2.27%","-0.11","-1.2","+0.01","-0.83","-6.48","+6.07","+3.35","-2.73","+0.43","-0.26","+0.11","+1.2","-0.96","","-0.16"
"1359",="2611","志信","7","+0.05","+0.72%","-0.02","-0.1","+1.59","-0.67","-0.58","-0.02","+0.02","-0.72","+5.27","-4.49","+0.28","-0.2","-0.56","-0.31",""
"1084",="2612","中航","28.5","0","0%","-0.08","+1.34","+3.47","+2.99","+7.55","-5.36","-3.67","-3.61","-1.69","-0.68","-0.25","0","-1.09","","-0.76"
"1036",="2613","中櫃","13.1","+0.05","+0.38%","-0.21","-0.89","-0.87","+0.49","+1.27","-4.32","+2.42","+0.39","-0.84","+0.42","+0.32","-1.14","+0.26","-0.31",""
"1360",="2614","東森","9.06","+0.06","+0.67%","-0.17","-0.54","-0.25","-0.29","-2.49","+1.3","-0.72","-0.75","-1.36","+3.18","-5.6","+2.06","+3.45","-0.29",""
"1020",="2615","萬海","18.45","+0.15","+0.82%","-0.31","-1.34","-1.39","+1.53","-3.05","-0.77","+3.35","-2.57","+0.81","+0.14","+1.41","-0.59","-1.27","+0.17",""
"233",="2616","山隆","32.1","+0.1","+0.31%","+0.08","-0.46","+0.18","-0.01","-0.57","+0.22","+0.65","-0.31","+0.62","-0.22","-0.21","-0.12","+1.19","+1.93",""
"1361",="2617","台航","15.45","0","0%","-0.28","+0.08","-0.61","+1.08","+4.32","-4.01","-0.66","-0.55","-1.29","-0.21","-0.57","-0.51","-0.44","+0.1",""
"788",="2618","長榮航","14.75","+0.1","+0.68%","-0.02","-0.67","-0.84","-0.03","-3.82","+3.16","+5.2","-4","+0.09","+0.08","-0.63","+2.09","-0.83","-0.39",""
"965",="2633","台灣高鐵","23.8","-0.15","-0.63%","+0.15","+0.05","-0.29","-4.78","+1.52","+3.55","+0.55","+1.07","-0.34","-0.04","+0.34","+6.64","-6.45","","+0.16"
"687",="2634","漢翔","35.3","+0.7","+2.02%","+0.21","","","","","","","","+0.13","+0.05","+0.64","+0.17","+0.06","-0.6",""
"812",="2636","台驊投控","24.55","-0.25","-1.01%","-0.15","","","-0.82","+0.56","-1.7","+2.32","-0.63","-1.42","+0.45","+0.8","+0.5","-1.59","+0.36",""
"400",="2637","慧洋-KY","27.85","+0.05","+0.18%","-0.8","","","","","","-4.13","+1.73","-0.59","-1.9","+0.38","+0.72","-1.84","","-1.54"
"703",="2640","大車隊","71.2","0","0%","-0.3","","","","","","","-1.06","+0.41","+1.16","+0.7","-1.89","-1.1","+0.98",""
"1362",="2641","正德","7.36","+0.07","+0.96%","-0.04","","","","","","","+0.6","-0.44","+0.14","+0.02","-0.07","-0.47","","+0.08"
"1132",="2642","宅配通","31.95","-1.8","-5.33%","-0.47","","","","","","","","-0.39","-0.7","-0.5","-0.57","-0.19","+0.29",""
"231",="2643","捷迅","35.7","-1.7","-4.55%","+1.63","","","","","","","","","","","+2.08","+1.19","-2.13",""
"352",="2701","萬企","13.2","0","0%","+0.02","+0.25","+0.51","-0.84","-0.08","+0.19","-0.01","-0.14","+0.09","-0.04","+0.18","+0.09","+0.03","","-0.05"
"676",="2702","華園","13.9","0","0%","+0.06","+0.5","+0.14","+0.11","-0.22","+0.39","+0.21","-0.05","-0.09","-0.42","+0.26","-0.1","+0.02","","-0.33"
"855",="2704","國賓","22.9","-0.4","-1.72%","+0.06","+0.69","-0.08","-0.12","-0.1","-0.34","+0.18","+0.49","-0.4","+0.2","+0.15","+0.02","+0.02","+0.06",""
"1363",="2705","六福","8.05","-0.01","-0.12%","-0.02","-1.75","+2.43","-0.57","-1.38","+1.55","+0.93","+1.52","-2.26","-0.1","+0.61","+0.16","-1.4","0",""
"224",="2706","第一店","15.5","0","0%","-0.01","+0.48","+1.37","-1.72","-0.06","-0.11","-0.19","-0.27","+0.12","+0.02","+0.19","+0.08","+0.02","-0.08",""
"397",="2707","晶華","151","-0.5","-0.33%","+0.34","+0.85","-0.26","+10.4","-4.13","-0.66","+1.58","-0.17","+0.23","-0.58","-1.06","-0.64","-1.43","+0.26",""
"1043",="2712","遠雄來","24.65","-0.5","-1.99%","-0.08","","","","","","","","-0.33","+0.02","+0.26","-0.1","-0.25","-0.34",""
"1034",="2718","晶悅","24","0","0%","-0.16","","","-0.57","-0.51","-0.71","+0.8","+0.18","-0.02","-1.21","+0.97","+0.41","-0.97","","-0.39"
"1364",="2719","燦星旅","9.9","+0.11","+1.12%","-0.41","","","","-7.99","+4.39","+4.26","-1.71","-0.35","+1.22","-0.91","-1.22","-1.36","-1.09",""
"876",="2722","夏都","34.1","0","0%","+0.05","","","","","","+1.11","-0.26","-0.1","-0.11","+0.26","-0.23","-0.33","","-0.47"
"1100",="2723","美食-KY","360","+14","+4.05%","+1.34","","","","","+10.3","-4.07","+1.16","-1.41","-2.86","-0.33","+4.33","+3.68","","+1.22"
"862",="2726","雅茗-KY","98","-0.2","-0.2%","+0.3","","","","","","","","","+0.25","-0.55","+0.13","+1.38","+1.08",""
"991",="2727","王品","148.5","-3.5","-2.3%","-1.52","","","","","","","-0.64","+2.98","-2.05","-4.5","-8.69","+3.75","","+1.52"
"442",="2729","瓦城","225","0","0%","+0.64","","","","","","+5.09","-4.28","+0.11","+0.97","+0.39","+1.11","+1.12","+0.12",""
"602",="2731","雄獅","93.5","+0.4","+0.43%","+0.24","","","","","","","","+0.02","+3.5","-0.37","+0.95","-2.89","+1.02",""
"346",="2732","六角","86.2","-0.2","-0.23%","-1.93","","","","","","","","-4.44","-2.86","-1.46","-0.65","-0.24","+0.1",""
"1365",="2734","易飛網","22.25","+0.05","+0.23%","-0.49","","","","","","","","+0.91","+1.8","-0.96","-2.36","-1.84","+0.38",""
"1068",="2736","高野","16.6","+0.15","+0.91%","-1.76","","","","","","","","","-5.05","+0.69","+2.38","-5.04","-1.14",""
"320",="2739","寒舍","37.45","+0.2","+0.54%","+0.05","","","","","","","","","","","+0.48","-0.37","-0.13",""
"1366",="2740","天蔥","33.4","+1.15","+3.57%","-4.24","","","","","","","","","","","-4.05","-4.43","-1.85",""
"745",="2748","雲品","69","+0.5","+0.73%","+0.42","","","","","","","","","","","+0.67","+0.16","+0.07",""
"357",="2801","彰銀","16.25","0","0%","+0.1","-7.85","+9.85","-0.55","-0.85","-0.28","+0.76","+0.08","-0.17","-0.03","+0.24","0","-0.03","-0.05",""
"542",="2809","京城銀","32.95","+0.15","+0.46%","+0.28","-1.33","+0.59","+0.2","-0.27","-0.03","+1.74","+0.71","+0.81","+0.25","+0.8","-1.24","+1.08","","+0.62"
"115",="2812","台中銀","9.57","+0.01","+0.1%","+0.06","-0.97","-5.2","+7.35","-1.35","-0.14","+0.29","+0.49","+0.41","+0.03","+0.09","-0.18","-0.05","+0.02",""
"1367",="2816","旺旺保","17.7","0","0%","+0.05","-0.48","-0.03","-9.77","+7.92","+1.19","-1.6","+2.71","+0.89","+1.3","+0.16","-1.52","-0.2","+0.94",""
"373",="2820","華票","15.15","0","0%","-0.03","-0.25","-1.59","+0.83","+0.1","+0.29","+0.16","+2.02","-2.29","+0.17","-0.01","+0.17","+0.02","","-0.23"
"303",="2823","中壽","28.5","+0.05","+0.18%","+0.62","+5.5","-0.13","+0.84","+1.23","-0.61","-0.13","+0.04","+0.02","-0.29","+0.41","+0.6","-0.02","-1.1",""
"560",="2832","台產","20.2","+0.05","+0.25%","-0.04","-0.12","+0.58","+0.92","-2.72","+2.32","-0.04","-0.79","+0.1","+0.23","-0.45","+1.2","-1.66","","+0.92"
"489",="2834","臺企銀","8.31","0","0%","+0.26","-1.52","+4.02","-0.01","-0.25","+0.35","+0.13","+0.21","-0.01","+0.01","+0.29","-0.1","-0.03","","+0.09"
"206",="2836","高雄銀","9.08","-0.05","-0.55%","0","0","+0.19","-0.69","-2.14","+2.01","+0.09","-0.95","+1.26","+0.03","+0.11","+0.07","+0.03","-0.02",""
"467",="2838","聯邦銀","8.98","0","0%","0","-3.01","+2.11","-2.82","+2.02","+0.76","+0.79","+0.08","+0.41","-0.11","-0.04","-0.06","-0.19","+0.02",""
